Movie,Summary,Genre,Emotion,4Emotion,PN,CS,Instrument
앤티크,"진혁은 소파 위에서 가위를 쥐고 꼼짝 못하고 있으며, 악몽이 빠르게 스쳐 지나간다. 식은땀에 젖어 멍하니 앉은 진혁은 빨간 손바닥에 땀이 흥건하다. 밤새 켜놓은 TV가 잉잉거리고 있다.",스릴러,-1,C,0,0,현악기
앤티크,A person named 진혁 wakes up from a nightmare and is startled by a figure named 수영. The figure was a shadow that approached 진혁's bed. 진혁 was relieved to find out that it was just 수영.,스릴러,-1,C,0,0,현악기
앤티크,"Four men gather in an antique room for a simple meal and champagne. They light a candle on a cake and comment on the food. One man suggests turning off the candles, but before they can, someone else does it. The room is left in darkness and the men argue about who turned off the candle.",일상,2,B,1,0,피아노
앤티크,"Jin-hyuk surprises Eun-ju with a cake on the rooftop, but she breaks up with him because she feels he has been sacrificing too much for her. She tells him that people have been questioning why he, a popular and perfect rich boy, is dating her, and that she has found someone who she feels truly needs her. Jin-hyuk is left alone with the cake, feeling stunned.",드라마,-1,C,0,0,피아노
앤티크,Heegyeong and Jinhyeok are lying side by side on a bed. Heegyeong mentions her upcoming marriage and suggests that they continue their sexual relationship as friends. Jinhyeok agrees but Heegyeong questions if he truly enjoys it. She compares him to a female sex toy and enjoys the lack of attachment. Jinhyeok hides his disappointment and agrees to continue their relationship.,드라마,-1,C,0,0,키보드
앤티크,"Jinhyuk confesses to Sunwoo that he has wanted to sleep with her since they first met and even when she had other boyfriends. He asks if she would let him stay at their store if they were to sleep together. Sunwoo is surprised but leans in to kiss him, only to have Jinhyuk freeze up. They pause and Jinhyuk opens one eye, unsure of what to do next.",로맨스,2,B,1,0,어쿠스틱기타
앤티크,"A child named Jinhyuk is holding a knife deeply embedded in a man's thigh, causing him to scream in pain. Jinhyuk is terrified and steps back with bloody hands. The man's face is barely visible in the darkness as he gasps for air and speaks. Jinhyuk's current face overlaps with his nightmare as he wakes up.",스릴러,-1,C,0,0,키보드
앤티크,"A mother and son, Jinhyuk and his mother, enter their home and lock all the doors and windows. Jinhyuk's mother has prepared dinner and urges him to eat quickly. Jinhyuk questions whether his mother also thinks the person they are hiding from is already dead. He suggests that it would have been easier if they had died during the incident. Jinhyuk's mother is left in tears as he leaves the room.",드라마,-1,C,0,0,키보드
앤티크,"Seon-woo jokes with Jin-hyuk about not actually wanting to sleep with him, causing Jin-hyuk to feel embarrassed and frustrated. Seon-woo explains that he was actually worried about rejecting someone else, and Jin-hyuk realizes that he has been misinterpreting Seon-woo's behavior.",일상,1,B,1,0,피아노
앤티크,"Triple, a high school girl, is standing in front of a store when she finally confesses her feelings to a boy named Seon-woo. However, suddenly, Jin-hyuk comes from behind and hugs them both, causing Triple to drop her heart-shaped basket and run away in embarrassment. Jin-hyuk worries that they may have been mistaken for a gay couple and asks Seon-woo how he will take responsibility for his life. Seon-woo reassures him and they both laugh while looking out at the everyday scenery outside.",로맨스,2,B,1,0,어쿠스틱기타
영화는 영화다,A scene on a peaceful sea with a fishing boat and a scared fisherman trying to escape. The fisherman is restrained by two other men and a salt pack is placed on his head. The fisherman is given money and the group prepares for something. A cigarette butt is thrown into the sea and the sound of water and the butt hitting the water is heard.,범죄,-2,C,0,0,현악기
영화는 영화다,"A person is chased and fights off several attackers in a parking garage. They are eventually overwhelmed and stabbed, leading to their death. The scene is revealed to be a movie being watched by a gang member, who is emotionally affected by the character's death.",액션,-3,D,0,1,타악기
영화는 영화다,"During a film shoot, actors Su-ta and Sung-min perform a fight scene under the direction of Bong. Su-ta throws a piece of coal at Sung-min in frustration, and the two actors fake punches without actually hitting each other. Bong watches the scene on a monitor, visibly tense and grimacing as if he were fighting himself. The scene ends with Su-ta accidentally getting hit in the face by Sung-min's fist.",액션,-2,C,0,0,타악기
영화는 영화다,"A man named Kangpae visits a luxurious house owned by a doctor. He is guided by a male secretary and admires the art and sculptures in the hallway. The doctor appears and shows Kangpae a statue he acquired from Japan. The doctor asks about Kangpae's religion and Kangpae admits he doesn't have one. The doctor becomes angry but Kangpae asks for his help until his trial is over. Kangpae hands over a bag of money to the doctor's secretary, which the doctor becomes angry about, but Kangpae reveals it is a secret between him and the chairman.",범죄,-1,C,0,0,키보드
영화는 영화다,"A sports car is parked on the side of the road with its hazard lights on. The driver, Suta, is on the phone with his manager discussing a potential project. Suta becomes angry when he learns that his schedule is not free and suggests a problematic actor for the role instead. Suta gives his manager money to buy beer and sulks in the car.",드라마,-2,C,0,0,키보드
영화는 영화다,"A gangster repeatedly performs an action scene for a director, gradually adapting to the role. The director gives instructions for the gangster to appear more menacing, causing frustration. Another actor criticizes the gangster's acting ability. Despite difficulties, the gangster eventually delivers a convincing performance.",일상,2,B,1,0,타악기
영화는 영화다,"A group of black sedans with men in black suits exit the cars and confront the film crew. The director and assistant director are tense as they approach. The men are revealed to be gangsters hired by a character who is not even in the scene being filmed. The director tries to send them away, but they refuse to leave. The situation is tense and uncertain.",범죄,-2,C,0,0,현악기
영화는 영화다,"Two men exchange hostile glances and the tension escalates as one of them puts out a cigarette in the other's drink. Suddenly, one of them smashes a bottle on the table, causing chaos and drawing the attention of onlookers. The situation becomes increasingly violent as blood is drawn and the director watches in shock. The scene is filled with tension as the two men face off.",스릴러,-1,C,0,0,현악기
영화는 영화다,A conversation between Kangpae and Baekhojang in a prison visitation room is summarized. Kangpae informs Baekhojang that the accounting books and contracts have disappeared. Baekhojang expresses regret for not getting rid of them earlier and questions if a real thief would know what to take. Kangpae assures Baekhojang that someone will take responsibility for the theft and Baekhojang orders Kangpae to handle it personally. Kangpae agrees and leaves.,일상,1,B,1,0,타악기
영화는 영화다,"A gangster interrogates a beaten scientist in a derelict factory, demanding to know the whereabouts of a contract. The scientist is uncooperative and sarcastic, questioning the gangster's motives. The gangster resorts to violence, using a baseball bat to knock out a henchman who attacks the scientist. The scientist is left unconscious and the gangster shows no remorse.",범죄,-2,C,0,0,현악기
영화는 영화다,A gang member reports to his boss about successfully handling a situation involving the boss's enemy. The boss expresses disbelief that his close associate would betray him and praises the gang member for his actions. The gang member remains expressionless throughout the conversation. The boss asks about the timeline for an upcoming trial.,일상,2,B,1,0,현악기
영화는 영화다,"A man threatens another by reversing his car suddenly, causing the victim to fall. The perpetrator drives away, with the victim hanging onto the driver's seat. The victim falls off the car and the perpetrator drives away. The victim is later found with the perpetrators who have recorded the incident on camera. The victim refuses to cooperate with the perpetrators and throws a bag of money at them before leaving.",액션,-4,D,0,1,타악기
영화는 영화다,"A gang member meets with their boss in a prison visitation room. The boss questions the serious expression on the gang member's face and asks if there is a problem. The gang member denies any issues, but the boss mentions the upcoming trial and asks if the gang member wants to quit. The boss then reveals knowledge of the gang member's involvement in a movie shoot and warns them to avoid any problems.",일상,1,B,1,0,키보드
영화는 영화다,"A boss watching a frozen river sees a gangster who hands him a sword. The gangster chases the boss and hits him with the sword, causing him to fall to the ground. The gangster continues to hit the boss with the sword, causing chaos and screams from onlookers. The gangster is eventually seen by another person, who witnesses the brutal attack and is left frozen in shock.",스릴러,-4,D,0,1,키보드
아파트,"A woman in her 30s is watching a documentary about a reclusive outsider on TV in her apartment at night. She hears a metallic sound and investigates, only to find an eerie figure in a red dress with long hair entering her apartment. The woman is paralyzed with fear as the figure approaches her. The scene is intercut with footage of the outsider's strange behavior on TV and the clock on the wall ticking closer to midnight.",스릴러,-2,C,0,0,현악기
아파트,"A woman is seen sitting naked on a living room floor with knife wounds on her back and thigh. She is in pain and fear, and her face contorts as she begs for help. A red-dressed woman appears and briefly holds the woman's hand before slicing her throat with a sharp blade. The dying woman's eyes widen in horror as a metallic object falls from her mouth, revealing it to be a key.",스릴러,-3,D,0,1,키보드
아파트,"A young woman named Kim committed suicide by jumping in front of a subway train. Witnesses reported that she had attempted to pull a woman with her onto the tracks. The police are investigating the incident as a possible case of joint suicide. Meanwhile, a woman on the subway notices that the manicured fingernail of the victim is stuck in her arm, causing her distress.",스릴러,-1,C,0,0,키보드
아파트,"A person named Sejin is sleeping in bed when they hear a doorbell. They go to the front door and ask who is there, but there is no response. Sejin looks out the window and sees a woman with a bloody face. When Sejin opens the door, the woman's hand with a missing finger grabs Sejin's face, causing them to wake up in fear. Sejin is left trembling on the couch.",스릴러,-3,D,0,1,키보드
아파트,"A tense scene in an apartment where a middle-aged couple is watching TV in the living room. The husband turns off the lights and walks towards the balcony, while the wife remains fixated on the TV. The husband opens the balcony window and jumps out, leaving the wife motionless. The protagonist, Sejin, sees a red figure behind the man and hears a loud thud after he jumps. The red figure disappears and the wife remains still.",스릴러,-2,C,0,0,키보드
아파트,"A person named Sejin is sleeping and tossing in the dark. Suddenly, they turn their body but their left hand doesn't follow. Sejin tries to pull their left hand with their right hand but it feels stuck. When they open their eyes, they see someone holding their left hand under the bed. Sejin is shocked to find themselves in a subway station instead of their bedroom, and a woman in a red dress is staring at them. Sejin screams in terror.",스릴러,-3,D,0,1,키보드
아파트,"A woman tries to force pills on another woman, who resists and spits them out. The first woman forcefully puts a spoon in the second woman's mouth, causing her lips to bleed. She then injects the second woman with a liquid, causing her to become subdued. The second woman looks sadly at a nearby apartment with closed curtains. A tear falls from her eye.",스릴러,-4,D,0,1,키보드
아파트,"A person named Jung-hong is trying to solve a Rubik's cube in his room when he hears strange noises coming from the hallway. He investigates but finds nothing and returns to his room, where he becomes scared and hides under his blanket. A camera shows an empty chair moving on its own, and when the camera approaches, a mysterious figure with glowing eyes is seen under the desk.",스릴러,-2,C,0,0,키보드
아파트,A woman gets up from her seat and turns off the bedroom light with dull eyes. Her husband lies still in bed as if asleep. She sits in front of the vanity. She hears a crunching sound in the darkness. She takes pills from a white plastic container and eats them frantically. She senses someone behind her and turns around to see a woman in a red dress. The face of the woman in the red dress is the same as hers. She looks in the mirror and sees a distorted face instead of her own. She is shocked.,스릴러,-4,D,0,1,현악기
아파트,"A woman is trapped in an elevator and hesitates to press the button for her floor. She eventually presses the button but the light goes out. As the elevator approaches her floor, she becomes increasingly anxious and the light on the button flickers. When the elevator stops at her floor, the woman is hesitant to leave and is startled when the door suddenly closes. The elevator eventually reaches her floor and the woman is left shaken.",스릴러,-3,D,0,1,키보드
아파트,"The female chairman stands by the door and looks back at the security window with an uneasy expression. She sees someone's red eyes staring at her through the window. She screams and falls to the ground as someone grabs her leg and drags her towards the bathroom. She desperately tries to resist, but her nails break as she is dragged away.",스릴러,-4,D,0,1,키보드
아파트,"An eerie grandmother eats voraciously from a fridge with a flickering light, consuming even raw fish with a foul odor. She greedily devours everything in sight, including a traditional Korean snack. Her bloodshot eyes dart around nervously as someone approaches, distorted by the thick magnifying glasses she wears. She trembles in fear but obediently continues to eat. A mysterious figure in a red dress appears, adding to the unsettling atmosphere.",스릴러,-2,C,0,0,키보드
아파트,"A person named Sejin enters a dark room and cautiously looks around. They see a light coming from the kitchen and an open refrigerator. Suddenly, they see a face through the window illuminated by lightning. Sejin finds a terrified grandmother in front of an empty refrigerator surrounded by dirty dishes and a broken magnifying glass. The grandmother's body is swollen and there is a shocking discovery in her mouth. Sejin finds a key and begins to think about what to do next.",스릴러,-1,C,0,0,키보드
아파트,A woman named Yoo-yeon sits in a rocking chair with a bloody knife in her hand and blood on her white dress. She laments being alone and not being visited by anyone. She dislikes the night and the sight of lights turning on in apartments. The clock shows 9:56.,스릴러,-3,D,0,1,키보드
아파트,"Three individuals are discussing a suicide that occurred a year ago. One of them is scared of the deceased's vengeful spirit. Suddenly, they experience strange occurrences and see a woman in a red dress. The scared individual takes a gun and accidentally shoots themselves. The others are left shocked and confused.",스릴러,-4,D,0,1,키보드
의뢰인,"A man named Han Cheol-min is in shock as he is arrested for the murder of his wife, Seo Jeong-ah. He hears the sound of blood dripping onto a white bedsheet, but cannot see the body. Detective Lee Byung-guk informs him of the charges and places handcuffs on him. Han Cheol-min remains expressionless and is reminded of his right to a lawyer and the right to remain silent.",범죄,-1,C,0,0,관악기
의뢰인,A lawyer and his assistant discuss a case in their office building's hallway. The lawyer realizes that important evidence is missing and decides to search for it. They enter the office and the lawyer's mood changes when he learns that the trial is in three days. The assistant hints that the trial may not be in their favor.,일상,2,B,1,0,타악기
의뢰인,"A patrol officer stops a car on a highway at night and discovers a bloody corpse in the trunk. The officer calls for backup and arrests the driver, who resists and is handcuffed. The corpse is revealed to be in a gruesome state. The officer is shocked and turns away, while the driver protests and is taken to the trunk.",범죄,-2,C,0,0,키보드
의뢰인,"A lawyer suggests various possibilities for a murder case, including the possibility of an intruder. The prosecutor and judge challenge the lawyer's theories, stating that they are unlikely and lack evidence. The lawyer argues that there is still a possibility and points out evidence that could support his theories. The case remains unresolved.",일상,2,B,1,0,키보드
의뢰인,"The prosecutor questions a medical expert about a victim who walked out of an apartment after losing a fatal amount of blood. The expert cannot rule out any possibilities due to the lack of a body. The prosecutor uses a burnt tree as an analogy to explain the need to find the simplest explanation. The defense attorney questions the expert about a missing tree, but the expert cannot provide any answers. Both sides are left with uncertainty.",일상,2,B,1,0,키보드
의뢰인,A man named Shin Gonam is lying in bed with a sleep mask on in his apartment. He hears a loud noise and takes off his mask to look at the ceiling. He hears a creepy dragging sound and gets scared. He gets up to look at the ceiling and is terrified.,스릴러,-2,C,0,0,키보드
의뢰인,A prosecutor and detective are puzzled by a time discrepancy. The lawyer discovers a survivor and suspects foul play. The prosecutor believes a man named Han Cheol-min can prove something. The lawyer realizes his wife may not be who he thought she was.,일상,2,B,1,0,키보드
의뢰인,"X rushes to the elevator and frantically presses the button. When the elevator arrives, X's fearful face is captured by the camera. As X's eyes meet the camera, the elevator doors close. Later, an important video appears on the monitor, causing hesitation from the inspector. The chief inspector expresses concern about the situation and the potential consequences if the plan fails.",스릴러,-1,C,0,0,키보드
의뢰인,"A witness is questioned in court about whether they saw the defendant on the night of the crime. The witness hesitates but ultimately confirms that they did see the defendant. The defense lawyer notices the sudden change in the prosecutor's expression and a sense of crisis spreads among the prosecution team. Meanwhile, the scene cuts to the protagonist, who is frightened by the sight of police cars and a shadowy figure running down the stairs.",스릴러,-1,C,0,0,현악기
의뢰인,A lawyer and his assistant discuss a serious matter while walking. The lawyer refuses to go along with a plan involving bribery and insists on sticking to the original plan. The assistant worries about the possibility of CCTV footage and the lawyer ultimately decides to end the conversation and not meet with the detective involved. The assistant is left frustrated.,일상,2,B,1,0,타악기
의뢰인,"A quiet bar at night. A man named 4082 sits in a corner, looking surprised as a lawyer asks him about a murder case. The scene cuts to a riverbank where a woman's body has been found, leading to a potential serial killer. Despite a large investigation and a suspect, the lack of evidence leads to the case going cold.",스릴러,-3,D,0,1,키보드
의뢰인,"A police team leader follows a detective through a police station hallway during the day. The detective asks for evidence to be found, but the team leader argues that there is no evidence for a suspect named Han Cheol-min. The detective mentions that there is no alibi for Han Cheol-min and no witness identification. The detective's insistence on the suspect's guilt causes the detective to call for Professor Choi.",드라마,-2,C,0,0,키보드
의뢰인,"A quiet living room in the darkness, with the sound of rain outside. Suddenly, Seo Jeong-ah appears and drinks water from the fridge. She drinks a lot and the water spills down her moving neck. After finishing, she wipes her mouth and looks somewhere.",스릴러,-1,C,0,0,키보드
의뢰인,"Two lawyers argue in court while a judge listens. One accuses the other of bribery, while the other claims it was a trap. They argue over stolen evidence and the validity of their lawyer status. The judge ultimately rejects both of their requests for witnesses and warns them not to bring up the contaminated evidence again.",일상,2,B,1,0,키보드
의뢰인,"A police officer drives at full speed on a night highway, urgently trying to call his wife. He arrives at an apartment building and rushes into the elevator, but the doors close before he can fully enter. He arrives at a partially open door to an apartment and inside finds only a blood-stained bed. The officer looks shocked and worried.",스릴러,-3,D,0,1,키보드
피의 고사,"A woman named Ina experiences strange and frightening events in her dormitory. She sees a Prague doll and her own sleeping face on a screen, and hears strange noises. In the hallway, she hears a banging sound and the wind slamming doors. In a room, she sees sleeping children and is suddenly attacked by a ghost. She manages to escape but encounters more ghosts in the hallway.",스릴러,-3,D,0,1,키보드
피의 고사,A security guard hears a chilling sound coming from the basement of a building and investigates with a flashlight. He finds a person crouched down and crying in fear. The guard tries to calm the person down but sees a terrifying face in the darkness. The guard realizes something serious is happening and tries to intervene.,스릴러,-2,C,0,0,키보드
피의 고사,"동혁이 화장실에서 이상한 일이 일어나며 놀라는 상황을 묘사하고 있다. 이후 동혁은 화장실 밖에서 이상한 소리를 듣고, 화장실 안으로 들어가는데 이때 무언가에게 잡혀 끌려들어가는 상황이 벌어진다. 마지막으로 동혁은 천정타일 안으로 쑥 빨려들어가는 모습이 묘사된다.",스릴러,-4,D,0,1,키보드
피의 고사,Children watching educational video suddenly experience technical difficulties. The TV turns off but the DVD continues playing. Strange noises and an old lesson on the screen cause fear and panic. A girl trapped in a fish tank appears and starts solving a math problem before thrashing around and begging for help. The situation escalates as water starts pouring out of the tank and the children become restless.,스릴러,-2,C,0,0,키보드
피의 고사,A student named Hye-young dies after being submerged in water. She wakes up in a glass tank surrounded by fish and hears a ghostly voice from a monitor. The voice announces a retest and threatens to kill students who cannot solve the problems. The students must stay in school and solve the tests to survive.,스릴러,-2,C,0,0,키보드
피의 고사,"A person named Jaewook reaches the entrance of a building and stands still. There is a bloody stain on the floor and a body suddenly falls, with its head smashed. Children who witness this are shocked and some even faint. Ganghyun and Ina are also shocked by the scene. One of the children, named Chiyung, is particularly affected. Another child, Myunghyo, collapses.",스릴러,-3,D,0,1,키보드
피의 고사,"A group of people are startled by a sudden fire. They try to find the person who turned on the lights. They see a strange face with burns and wonder if it's a ghost. One person grabs an axe and chases after the face, but it disappears. They gather together and notice strange fluorescent writing on the wall. The lights flicker and the fire goes out.",스릴러,-2,C,0,0,피아노
피의 고사,"A person is crying due to their own helplessness, while a monitor in the hallway turns on and the volume is raised by someone named Chang-wook. Children come out to watch the monitor. A stopwatch is shown on the screen with only five minutes left. The screen shows a hand holding the stopwatch, and a white substance falling from above, causing discomfort for a person named Jae-wook.",스릴러,-2,C,0,0,키보드
피의 고사,"Children go to the auditorium to prepare for a festival at a school where it is raining. However, they see blood stains at the entrance. The volunteer has taken a large amount of pills and looks terrible with blood all over their body.",스릴러,-2,C,0,0,피아노
피의 고사,"A person named Su-jin is trapped in a shower with a knife and a timer. They are forced to cut themselves with the knife and write English words on their body. They then move to a washing machine where they continue to harm themselves and scream in pain. Eventually, all the water and blood are drained from the machine.",스릴러,-4,D,0,1,키보드
피의 고사,"People arrive at the laundry room and hear the sound of a washing machine finishing. They discover the body of a murdered person and everyone falls into despair. Despite the difficulty of the situation, some refuse to give up. However, a door closing in the hallway catches their attention and one person goes to investigate alone. Others try to stop him, but he goes anyway.",스릴러,-1,C,0,0,관악기
피의 고사,"A girl is shaken awake but doesn't move, causing concern that she may be dead. However, she is found to be breathing. A man nearby is nodding off with his mouth open. A scary woman approaches the girl from behind. The girl turns around and sees something terrifying.",스릴러,-2,C,0,0,키보드
피의 고사,"A person struggles to navigate a small and uncomfortable boat with water flowing beneath it. As they make their way, the person at the back becomes overwhelmed with fear and hesitates to continue. With encouragement from a companion, they find the courage to push forward and eventually reach their destination.",스릴러,-1,C,0,0,키보드
피의 고사,"Jo Beom loses control and attacks Kang Hyun, stabbing him multiple times. Despite attempts to stop him, Jo Beom continues to pursue Ina and injures her arm. Ina manages to escape and Jo Beom attempts to stab her with a metal rod, but is stopped by a blow to the head from Chang Wook.",스릴러,-3,D,0,1,키보드
피의 고사,A video shows Hyeyoung trapped in a damp room with a solidly chained leg and bound hands. The room has roughly plastered concrete walls and a hanging light that makes Hyeyoung look like a sculpture. She screams in frustration.,스릴러,-2,C,0,0,키보드
우아한세계,"A tired man in his 40s is seen dozing off in a car while other cars struggle to pass by. An annoyed driver pulls up next to him and honks, startling the man awake. The driver tells him to go home and sleep, and then drives off. The man realizes his situation and starts driving again.",일상,2,B,1,0,관악기
우아한세계,"A struggle ensues as a sandy figure bursts out of a door, covered in blood and grit. The figure is quickly grabbed by the population, but two individuals, Kita and Yongseok, come to its aid. After a difficult struggle, the figure is subdued and brought into an office. The population forces the figure onto a couch, but it continues to resist.",범죄,-2,C,0,0,키보드
우아한세계,"People commuting to work, trucks entering a wholesale market, blood stains on car seats and dripping onto the ground mixed with soap water, blood flowing along the road and into the sewer, people greeting each other under parasols, trucks continuing to enter, two individuals stopping a fight and washing a car, tired commuters entering the market - a typical day at a wholesale fruit market.",스릴러,-1,C,0,0,키보드
우아한세계,"Hyunsu is walking down the hallway while talking on the phone with a serious expression. He mentions that he is not sure what the other person is saying, but it seems like something important has been stolen. He tries to calm down the person on the other end of the line and promises to take responsibility and solve the problem. After hanging up, one of his subordinates comes out of the hospital room and Hyunsu asks if he has heard anything, but the subordinate says no. Hyunsu sighs in relief.",일상,2,B,1,0,관악기
우아한세계,A middle-aged man in an obituary photo is similar in age to the population who put offerings in a basket and bowed. He comforts his daughter after greeting a weeping widow. The population exits and a view of a commercial district is seen when descending stairs.,드라마,-2,C,0,0,현악기
우아한세계,"A group including Gita and Yongseok go to see some workers. While they are drinking water, they hear shouting and see some thugs being beaten up by the workers. The thugs run away and the workers chase after them. One of the workers gets hit in the head with a stick and falls down.",범죄,-2,C,0,0,타악기
우아한세계,"A conversation between two people, Mi-ryeong and In-gu, takes place in a hospital room. Mi-ryeong reminds In-gu of a promise he made to her ten years ago when she prayed for him to stop being a gangster. In-gu seems frustrated and asks if Mi-ryeong is trying to manipulate him into marrying her. Mi-ryeong becomes emotional and expresses her desire to work and support herself, but In-gu argues that she cannot survive without him. The conversation ends with both parties feeling helpless and observed by others in the hospital room.",드라마,-2,C,0,0,현악기
우아한세계,A person is lying on a sofa looking at a family album with a sad expression. They come across a photo of themselves and their spouse looking happy. They continue to look through the album and see pictures of their wife when she was young and their son who is now studying abroad. The person laughs to themselves and wishes there were more photos.,드라마,-1,C,0,0,관악기
우아한세계,"The input consists of three separate passages, each describing a different person's thoughts and feelings. The first passage expresses embarrassment and discomfort about being given a ticket to a questionable establishment by a teacher. The second passage describes a person's desire for their parents to divorce and their frustration with their mother's constant crying. The third passage depicts someone who is physically shaken and in shock after being hit in the head.",스릴러,-2,C,0,0,키보드
우아한세계,A person buys cigarettes at a convenience store and notices someone watching them outside. They ask the store clerk if there is a knife available and are directed to a paper cutter. The person is then attacked by the person outside and uses the paper cutter in self-defense.,스릴러,-1,C,0,0,키보드
우아한세계,"A population is attacked by two assailants, one of whom is stabbed by a knife. The population deflects the knife and retaliates, causing the assailant to fall. The second assailant enters and threatens the population with a sushi knife. The population throws convenience store items at the second assailant to keep them at bay. The first assailant remains on the ground.",액션,-2,C,0,0,타악기
우아한세계,"A violent incident occurs in a city center, with people running and screaming. Two attackers with knives chase after the crowd, but one is hit with a chair and the other is blinded by coffee. The attackers are eventually stopped by the police, but not before causing injuries and chaos.",액션,-2,C,0,0,타악기
우아한세계,"The input describes a scene of hunting, with a deer being chased and shot by hunters. The deer's fear and pain are depicted, as well as the hunters' actions and equipment. The setting is a green field with hunting dogs present.",일상,2,B,1,0,키보드
우아한세계,"The conversation between Heesoon and Ingu reveals Heesoon's emotional pain caused by her father's abusive behavior. Ingu tries to understand and explain her father's situation, but Heesoon feels that her father is selfish and only thinks about himself. The conversation ends with Heesoon angrily leaving and Ingu feeling helpless. The abstract highlights the theme of family conflict and the struggle to understand each other's perspectives.",드라마,-2,C,0,0,피아노
우아한세계,"Two people, In-gu and Mi-ryeong, are anxiously waiting for their friend Hee-soon at the airport. Mi-ryeong suggests they wait longer since it's vacation time, but In-gu decides to leave. Hee-soon never shows up and In-gu leaves the airport alone.",드라마,-2,C,0,0,피아노
박쥐,"A researcher interviews a patient with symptoms of a deadly virus. The patient describes the progression of the disease, which causes blisters and bleeding throughout the body. The researcher questions the patient's motives for participating in the experiment, as some people come to the facility to commit ""passive suicide."" The patient assures the researcher that they are not one of those people.",스릴러,-2,C,0,0,키보드
박쥐,"Two separate scenes are described, one involving a person experiencing hallucinations and the other involving a woman using scissors to cut into her sleeping husband's skin. Both scenes are disturbing and violent.",스릴러,-2,C,0,0,키보드
박쥐,"A person named Hyosung is in a hospital room at night, unconscious and with a tube in their throat. The person attending to them, Sanghyun, tries to check their pulse but gives up and removes the tube. Hyosung's blood starts flowing backwards and they begin to drink it. Sanghyun connects the tube to a machine to check if Hyosung is alive, and upon seeing that they are, he looks at his own hands and sees that the blisters on them have disappeared. He then jumps out of the window and there is a loud noise.",스릴러,-2,C,0,0,타악기
박쥐,"Two individuals, Sang-hyun and Tae-ju, discuss a type of contagious disease. Tae-ju questions if Sang-hyun's appearance will change if he removes his glasses. Sang-hyun assures her that he has never kissed anyone before and the disease is not transmitted through kissing. Tae-ju reveals her past and her desire to escape her current life. They engage in sexual activity, during which Tae-ju removes Sang-hyun's pants and discovers multiple bruises on his thighs. They are interrupted by a phone call.",스릴러,-3,D,0,1,키보드
박쥐,"상현과 태주가 건물 외벽에 노출된 계단을 오르는데, 태주가 아파한다. 상현은 태주의 흉터를 보고 강우에 대해 물어본다. 태주는 강우에 대해 이야기하며 눈물을 흘린다.",드라마,-2,C,0,0,현악기
박쥐,"Three scenes are described, all taking place at night. The first involves a couple in their bedroom, with the wife being disturbed by her husband's snoring and taking out her frustration on a pair of scissors. The second scene takes place in a basement room, where a man named Sang-hyun listens to the sounds of his upstairs neighbor, Tae-ju. The third scene returns to the couple's bedroom, where Tae-ju wakes up to find her husband examining her wounds and becomes angry when he tries to leave the room. The husband, Sang-hyun, becomes increasingly aggressive and violent towards Tae-ju.",스릴러,-3,D,0,1,키보드
박쥐,Two men are scuba diving when one gets caught on a fishing line and is injured. The other man tries to save him but also gets injured. They both struggle to stay afloat and eventually the injured man is rescued by a third person. There is tension and conflict between the two injured men.,스릴러,-2,C,0,0,키보드
박쥐,"A man named Sang-hyun kills an old woman by stabbing her in the heart with a knife. He then proceeds to drink her blood and collapses on her chest like a baby. He eventually stops and wipes his mouth, looking uneasy. The bleeding has stopped and there are fewer blisters. Sang-hyun questions whether the old woman was really like a parent to him and prays for a response.",스릴러,-2,C,0,0,키보드
박쥐,"A couple is in bed at dawn, with the waterbed rocking every time one of them tosses and turns. The person tries to sleep but is disturbed by a shadow looming over their face. They open their eyes to find their partner, Kang-woo, sitting on top of them with scissors in their mouth. The person is startled and screams, causing Kang-woo to accidentally drop the scissors. The person tries to close their mouth, but it opens involuntarily every time Kang-woo brings the scissors close. The person eventually flips the blanket over and sees Kang-woo still holding the scissors in their mouth.",스릴러,-3,D,0,1,키보드
박쥐,"A tense situation arises as Taehju and Kangwoo argue, with threats of violence. Layaesa becomes emotional and tense, while Taehju tries to diffuse the situation. Kangwoo becomes violent and Taehju and Sanghyun try to restrain him. Layaesa becomes overwhelmed and faints, and Taehju performs CPR on her.",스릴러,-2,C,0,0,현악기
박쥐,"A man named Sang-hyun drinks the blood of a woman named Tae-ju, who willingly offers herself as a source of sustenance. Another woman named Lady Ra watches them. Sang-hyun initially feels guilty and ashamed, but eventually becomes addicted to drinking Tae-ju's blood. Tae-ju also becomes increasingly obsessed with Sang-hyun. The wounds on their bodies heal and they become more youthful and vibrant. Lady Ra eventually becomes involved in their relationship.",스릴러,-3,D,0,1,키보드
박쥐,"A woman named Raya is sitting in a comfortable chair, trying to move her hand on the armrest. She is sweating and her face is red. When her son Tae-ju enters, she closes her eyes. Tae-ju feeds her vegetable juice, despite her reluctance. Raya tries not to swallow it, but Tae-ju forces her to and praises her like a baby. Tae-ju tells Raya that she will wear new shoes and sleep during the day, like in America. Raya's hand twitches and she tells Tae-ju to watch TV and not fall asleep.",스릴러,-1,C,0,0,키보드
박쥐,"A man named Tae-ju runs over a hill and is blinded by headlights, causing him to crash. A detective tries to help him, but Tae-ju attacks him and drags him into the bushes. Tae-ju uses scissors to cut the detective's skin and drinks his blood. The detective eventually dies and Tae-ju buries him. Tae-ju enjoys the taste of blood and continues to crave it.",스릴러,-3,D,0,1,키보드
